title,format,start_year,episodes,duration,runtime,genres,mean_score,popularity
Kamisama no Inai Nichiyoubi,TV,2013,12,22,264,"""Adventure"", ""Drama"", ""Fantasy"", ""Mystery"", ""Psychological"", ""Supernatural""",69,46815
Fairy Gone,TV,2019,12,24,288,"""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Supernatural""",53,46826
Uma Musume: Pretty Derby Season 2,TV,2021,13,24,312,"""Drama"", ""Slice of Life"", ""Sports""",83,46833
Chitose-kun wa Ramune Bin no Naka,TV,2025,13,24,312,"""Comedy"", ""Romance""",73,46834
Yuru Yuri♪♪,TV,2012,12,23,276,"""Comedy"", ""Slice of Life""",77,46881
CITY THE ANIMATION,TV,2025,13,27,351,"""Comedy"", ""Slice of Life""",80,46882
Mashiro no Oto,TV,2021,12,24,288,"""Drama"", ""Music""",73,46891
SKET DANCE,TV,2011,77,24,1848,"""Comedy"", ""Drama"", ""Slice of Life""",79,46933
NARUTO: Dai Gekitotsu! Maboroshi no Chitei Iseki Dattebayo,MOVIE,2005,1,97,97,"""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Supernatural""",65,46949
Senki Zesshou Symphogear,TV,2012,13,23,299,"""Action"", ""Drama"", ""Mahou Shoujo"", ""Music"", ""Sci-Fi""",69,46987
Yu☆Gi☆Oh! Duel Monsters GX,TV,2004,180,24,4320,"""Action"", ""Comedy"", ""Fantasy""",70,47052
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,1999,4,30,120,"""Action"", ""Drama"", ""Romance""",85,47117
Ushio to Tora (TV),TV,2015,26,24,624,"""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Supernatural""",73,47133
Ore no Imouto ga Konna ni Kawaii Wake ga Nai TRUE ROUTE,ONA,2011,4,28,112,"""Comedy"", ""Romance"", ""Slice of Life""",70,47236
Danna ga Nani wo Itteiru ka Wakaranai Ken 2-sure-me,TV_SHORT,2015,13,4,52,"""Comedy"", ""Romance"", ""Slice of Life""",71,47248
FAIRY TAIL: DRAGON CRY,MOVIE,2017,1,84,84,"""Action"", ""Comedy"", ""Fantasy""",74,47355
Yasei no Last Boss ga Arawareta!,ONA,2025,12,23,276,"""Action"", ""Adventure"", ""Fantasy""",74,47564
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",TV,2023,12,24,288,"""Comedy"", ""Fantasy"", ""Romance"", ""Slice of Life""",70,47633
SHUFFLE!,TV,2005,24,23,552,"""Comedy"", ""Drama"", ""Ecchi"", ""Fantasy"", ""Romance""",65,47662
Kuroshitsuji: Book of Murder,OVA,2014,2,58,116,"""Comedy"", ""Fantasy"", ""Mystery"", ""Supernatural""",78,47666
Date A Live V,TV,2024,12,24,288,"""Action"", ""Fantasy"", ""Mecha"", ""Romance"", ""Sci-Fi""",77,47706
Omoide Poro Poro,MOVIE,1991,1,118,118,"""Drama"", ""Romance"", ""Slice of Life""",73,47713
Dead Mount Death Play Part 2,TV,2023,12,24,288,"""Action"", ""Fantasy"", ""Supernatural"", ""Thriller""",74,47748
Sounan desu ka?,TV_SHORT,2019,12,13,156,"""Adventure"", ""Comedy"", ""Ecchi""",63,47751
Nyan Koi!,TV,2009,12,24,288,"""Comedy"", ""Romance"", ""Slice of Life"", ""Supernatural""",67,47775
"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",TV,2024,12,24,288,"""Adventure"", ""Fantasy""",74,47792
Ladies versus Butlers!,TV,2010,12,24,288,"""Comedy"", ""Ecchi"", ""Romance""",61,47832
Ga-Rei-Zero,TV,2008,12,23,276,"""Action"", ""Supernatural"", ""Thriller""",73,47883
Kidou Senshi Gundam,TV,1979,43,25,1075,"""Drama"", ""Mecha"", ""Sci-Fi""",77,47904
Mahou Shoujo Ikusei Keikaku,TV,2016,12,24,288,"""Action"", ""Fantasy"", ""Horror"", ""Mahou Shoujo"", ""Psychological"", ""Thriller""",66,47960
BLEACH: MEMORIES OF NOBODY,MOVIE,2006,1,87,87,"""Action"", ""Adventure"", ""Drama"", ""Supernatural""",71,48043
No Game No Life Mini OVAs,SPECIAL,2014,6,3,18,"""Comedy"", ""Ecchi"", ""Fantasy""",64,48120
Shuumatsu no Izetta,TV,2016,12,25,300,"""Action"", ""Drama""",65,48125
NARUTO: Shippuuden - Hi no Ishi wo Tsugu Mono,MOVIE,2009,1,95,95,"""Action"", ""Comedy""",71,48157
Killing Bites,TV,2018,12,25,300,"""Action"", ""Ecchi"", ""Horror"", ""Sci-Fi""",62,48239
GRANBLUE FANTASY The Animation,TV,2017,13,24,312,"""Adventure"", ""Fantasy""",64,48288
Umi ga Kikoeru,SPECIAL,1993,1,72,72,"""Drama"", ""Romance"", ""Slice of Life""",63,48372
Kimi ni Todoke 3RD SEASON,ONA,2024,5,67,335,"""Comedy"", ""Drama"", ""Romance"", ""Slice of Life""",84,48380
Ura Sekai Picnic,TV,2021,12,24,288,"""Adventure"", ""Fantasy"", ""Horror"", ""Mystery"", ""Sci-Fi"", ""Supernatural""",64,48388
MEMORIES,MOVIE,1995,3,37,111,"""Adventure"", ""Comedy"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Sci-Fi""",76,48536
Sidonia no Kishi,TV,2014,12,24,288,"""Action"", ""Fantasy"", ""Mecha"", ""Sci-Fi""",73,48639
Kanokon,TV,2008,12,24,288,"""Comedy"", ""Ecchi"", ""Romance"", ""Supernatural""",57,48686
Sakura Quest,TV,2017,25,24,600,"""Comedy"", ""Slice of Life""",71,48716
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,TV,2023,12,24,288,"""Comedy"", ""Fantasy"", ""Romance""",69,48745
Bishounen Tanteidan,TV,2021,12,24,288,"""Comedy"", ""Mystery"", ""Sci-Fi""",69,48746
Mayoiga,TV,2016,12,24,288,"""Comedy"", ""Drama"", ""Horror"", ""Mystery"", ""Supernatural""",50,48799
Saihate no Paladin: Tetsusabi no Yama no Ou,TV,2023,12,24,288,"""Action"", ""Adventure"", ""Fantasy"", ""Mystery"", ""Psychological""",73,48842
Fujimoto Tatsuki 17-26,MOVIE,2025,8,18,144,"""Action"", ""Comedy"", ""Drama"", ""Romance"", ""Sci-Fi"", ""Slice of Life"", ""Supernatural""",79,48850
Sora no Aosa wo Shiru Hito yo,MOVIE,2019,1,108,108,"""Drama"", ""Music"", ""Romance"", ""Slice of Life"", ""Supernatural""",73,48879
"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita: Sono ni",TV,2025,12,24,288,"""Comedy"", ""Fantasy"", ""Slice of Life""",67,48883
Saikin Yatotta Maid ga Ayashii,TV,2022,11,23,253,"""Comedy"", ""Romance"", ""Slice of Life""",63,48922
Natsume Yuujinchou Shi,TV,2012,13,24,312,"""Drama"", ""Fantasy"", ""Slice of Life"", ""Supernatural""",85,48938
Hanebado!,TV,2018,13,24,312,"""Drama"", ""Slice of Life"", ""Sports""",66,48953
Top wo Nerae! GunBuster,OVA,1988,6,28,168,"""Action"", ""Drama"", ""Mecha"", ""Sci-Fi""",77,48966
Natsume Yuujinchou San,TV,2011,13,24,312,"""Drama"", ""Fantasy"", ""Slice of Life"", ""Supernatural""",84,48980
Metallic Rouge,TV,2024,13,23,299,"""Action"", ""Mystery"", ""Sci-Fi""",59,48991
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,TV,2019,26,24,624,"""Action"", ""Adventure"", ""Drama"", ""Sci-Fi""",62,49002
High School DxD Specials,SPECIAL,2012,6,4,24,"""Comedy"", ""Ecchi"", ""Romance""",68,49005
Rewrite,TV,2016,13,26,338,"""Drama"", ""Mystery"", ""Romance"", ""Slice of Life"", ""Supernatural""",62,49085
Rail Wars!,TV,2014,12,24,288,"""Action"", ""Ecchi"", ""Romance""",59,49104
Uchuu Kyoudai,TV,2012,99,24,2376,"""Comedy"", ""Sci-Fi"", ""Slice of Life""",83,49104
Fruits Basket: prelude,MOVIE,2022,1,88,88,"""Drama"", ""Romance""",82,49113
Pocket Monsters Advanced Generation,TV,2002,192,24,4608,"""Action"", ""Adventure"", ""Comedy"", ""Fantasy""",69,49121
SANDA,TV,2025,12,24,288,"""Action"", ""Drama"", ""Mystery""",74,49246
Uchouten Kazoku,TV,2013,13,24,312,"""Comedy"", ""Drama"", ""Fantasy"", ""Slice of Life"", ""Supernatural""",77,49265
Dokyuu Hentai HxEros,TV,2020,12,24,288,"""Action"", ""Comedy"", ""Ecchi"", ""Romance"", ""Supernatural""",54,49276
K-ON!: Live House!,OVA,2010,1,23,23,"""Comedy"", ""Music"", ""Slice of Life""",77,49286
Emiya-san Chi no Kyou no Gohan,ONA,2018,13,14,182,"""Comedy"", ""Slice of Life"", ""Supernatural""",77,49354
Tensei Shitara Slime Datta Ken: Coleus no Yume,OVA,2023,3,24,72,"""Action"", ""Adventure"", ""Comedy"", ""Fantasy""",76,49393
Nourin,TV,2014,12,24,288,"""Comedy"", ""Ecchi"", ""Romance""",64,49444
Comic Girls,TV,2018,12,24,288,"""Comedy"", ""Slice of Life""",72,49474
Strike the Blood II,OVA,2016,8,25,200,"""Action"", ""Ecchi"", ""Fantasy"", ""Supernatural""",67,49508
Yuuki Yuuna wa Yuusha de Aru,TV,2014,12,24,288,"""Action"", ""Drama"", ""Fantasy"", ""Mahou Shoujo"", ""Psychological"", ""Slice of Life""",72,49544
3D Kanojo: Real Girl 2,TV,2019,12,23,276,"""Comedy"", ""Drama"", ""Romance"", ""Slice of Life""",74,49644
Oemojisangjuui,ONA,2022,8,24,192,"""Action"", ""Comedy"", ""Drama"", ""Supernatural""",72,49725
ef: a tale of memories.,TV,2007,12,24,288,"""Drama"", ""Mystery"", ""Psychological"", ""Romance""",75,49772
Koutetsujou no Kabaneri: Unato Kessen,MOVIE,2019,1,82,82,"""Action"", ""Drama"", ""Fantasy"", ""Horror"", ""Supernatural""",75,49786
TIGER & BUNNY,TV,2011,25,24,600,"""Action"", ""Comedy"", ""Mecha"", ""Mystery""",76,49834
RE-MAIN,TV,2021,12,23,276,"""Drama"", ""Sports""",70,49887
Mirai Nikki OVA,OVA,2010,1,8,8,"""Action"", ""Supernatural""",66,49897
Tomodachi no Imouto ga Ore ni dake Uzai,TV,2025,12,23,276,"""Comedy"", ""Romance"", ""Slice of Life""",65,49929
Aoi Bungaku Series,TV,2009,12,22,264,"""Drama"", ""Psychological"", ""Romance"", ""Thriller""",73,49998
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,MOVIE,2012,1,92,92,"""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Horror"", ""Supernatural""",75,50031
AMNESIA,TV,2013,12,23,276,"""Fantasy"", ""Mystery"", ""Romance""",54,50040
Initial D FOURTH STAGE,TV,2004,24,27,648,"""Action"", ""Drama"", ""Sports""",80,50232
Kakegurui Twin,ONA,2022,6,27,162,"""Drama"", ""Mystery"", ""Psychological""",71,50234
Canaan,TV,2009,13,23,299,"""Action"", ""Sci-Fi"", ""Supernatural""",71,50455
Blue Lock: EPISODE Nagi,MOVIE,2024,1,91,91,"""Action"", ""Drama"", ""Sports""",73,50467
Uchuu Patrol Luluco,TV_SHORT,2016,13,8,104,"""Action"", ""Adventure"", ""Comedy"", ""Romance"", ""Sci-Fi""",73,50642
Qualidea Code,TV,2016,12,23,276,"""Action"", ""Fantasy"", ""Supernatural""",61,50691
Initial D THIRD STAGE,MOVIE,2001,1,104,104,"""Action"", ""Drama"", ""Romance"", ""Sports""",78,50727
Jii-san Baa-san Wakagaeru,TV,2024,11,24,264,"""Comedy"", ""Fantasy"", ""Romance"", ""Slice of Life""",71,50734
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Dungeon ni Onsen wo Motomeru no wa Machigatteiru Darou ka,OVA,2016,1,25,25,"""Adventure"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Romance""",68,50861
My Home Hero,TV,2023,12,24,288,"""Action"", ""Drama"", ""Psychological"", ""Thriller""",68,50946
Nanatsu no Taizai OVA,OVA,2015,2,25,50,"""Action"", ""Adventure"", ""Fantasy""",72,50950
Kaiba,TV,2008,12,24,288,"""Adventure"", ""Mystery"", ""Psychological"", ""Romance"", ""Sci-Fi""",79,50966
Shakugan no Shana II (Second),TV,2007,24,24,576,"""Action"", ""Comedy"", ""Drama"", ""Fantasy"", ""Romance""",72,50986
Bungou Stray Dogs: Hitori Ayumu,OVA,2017,1,25,25,"""Action"", ""Comedy"", ""Mystery"", ""Supernatural""",76,51019
Seikoku no Dragonar,TV,2014,12,24,288,"""Comedy"", ""Ecchi"", ""Fantasy""",60,51044
Mirai no Mirai,MOVIE,2018,1,103,103,"""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Slice of Life""",72,51124
Amagami-san Chi no Enmusubi,TV,2024,24,24,576,"""Comedy"", ""Drama"", ""Ecchi"", ""Romance"", ""Supernatural""",73,51136
Angel Beats!: Another Epilogue,SPECIAL,2010,1,3,3,"""Drama"", ""Supernatural""",71,51152
Bartender: Kami no Glass,TV,2024,12,24,288,"""Drama"", ""Slice of Life""",73,51165
Kiniro Mosaic,TV,2013,12,24,288,"""Comedy"", ""Slice of Life""",70,51165
NARUTO: Shippuuden - Kizuna,MOVIE,2008,1,92,92,"""Action"", ""Supernatural""",69,51184
Nurarihyon no Mago,TV,2010,24,24,576,"""Action"", ""Supernatural""",73,51203
Shoujo☆Kageki Revue Starlight,TV,2018,12,24,288,"""Action"", ""Drama"", ""Music"", ""Psychological""",77,51246
"Kumo no Mukou, Yakusoku no Basho",MOVIE,2004,1,90,90,"""Drama"", ""Romance"", ""Sci-Fi""",68,51270
HIGH CARD,TV,2023,12,24,288,"""Action"", ""Fantasy""",71,51284
Vampire Knight Guilty,TV,2008,13,24,312,"""Drama"", ""Mystery"", ""Romance"", ""Supernatural""",65,51291
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,TV,2021,12,24,288,"""Comedy"", ""Fantasy"", ""Slice of Life""",61,51315
Zoku Natsume Yuujinchou,TV,2009,13,24,312,"""Drama"", ""Fantasy"", ""Slice of Life"", ""Supernatural""",83,51340
Kakuriyo no Yadomeshi,TV,2018,26,23,598,"""Drama"", ""Romance"", ""Supernatural""",73,51357
Trinity Seven Movie - Yuukyuu Toshokan to Renkinjutsu Shoujo,MOVIE,2017,1,56,56,"""Action"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Romance""",70,51364
Shinryaku! Ika Musume,TV,2010,12,24,288,"""Comedy"", ""Slice of Life""",72,51388
Plastic Nee-san,ONA,2011,12,2,24,"""Comedy"", ""Ecchi""",69,51402
Shijou Saikyou no Deshi Kenichi,TV,2006,50,25,1250,"""Action"", ""Comedy""",77,51413
Sarazanmai,TV,2019,11,24,264,"""Comedy"", ""Drama"", ""Fantasy"", ""Psychological"", ""Supernatural""",73,51465
WORKING!!!,TV,2015,13,24,312,"""Comedy"", ""Romance"", ""Slice of Life""",78,51573
SSSS.DYNAZENON,TV,2021,12,24,288,"""Action"", ""Mecha"", ""Romance"", ""Sci-Fi""",75,51688
Berserk: Ougon Jidai-hen III - Kourin,MOVIE,2013,1,110,110,"""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Horror"", ""Supernatural""",79,51703
"Mikadono Sanshimai wa Angai, Choroi.",TV,2025,12,24,288,"""Comedy"", ""Romance""",76,51736
Ishura,TV,2024,12,24,288,"""Action"", ""Drama"", ""Fantasy""",65,51768
Inuyasha: Kanketsu-hen,TV,2009,26,24,624,"""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Romance""",81,51785
Yowamushi Pedal,TV,2013,38,24,912,"""Comedy"", ""Drama"", ""Sports""",77,51856
Love Lab,TV,2013,13,24,312,"""Comedy"", ""Romance""",71,51860
Rikei ga Koi ni Ochita no de Shoumei shitemita. r=1-sinθ (Heart),TV,2022,12,24,288,"""Comedy"", ""Romance""",71,51873
Sora no Otoshimono: Forte,TV,2010,12,23,276,"""Comedy"", ""Ecchi"", ""Romance"", ""Sci-Fi"", ""Slice of Life"", ""Supernatural""",70,51899
Binbougami ga!,TV,2012,13,23,299,"""Adventure"", ""Comedy"", ""Supernatural""",74,51908
Kanon (2006),TV,2006,24,24,576,"""Drama"", ""Romance"", ""Slice of Life"", ""Supernatural""",76,51935
NARUTO: Dai Katsugeki! Yuki Hime Ninpouchou Dattebayo!!,MOVIE,2004,1,90,90,"""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Supernatural""",68,52169
Kokkoku,TV,2018,12,23,276,"""Action"", ""Drama"", ""Mystery"", ""Psychological"", ""Supernatural"", ""Thriller""",66,52237
Kuroshitsuji: Book of the Atlantic,MOVIE,2017,1,101,101,"""Action"", ""Comedy"", ""Fantasy"", ""Mystery"", ""Supernatural""",81,52289
AIR,TV,2005,13,24,312,"""Drama"", ""Romance"", ""Slice of Life"", ""Supernatural""",68,52331
Toradora!: Bentou no Gokui,OVA,2011,1,27,27,"""Comedy"", ""Romance"", ""Slice of Life""",72,52387
Date A Live II: Kurumi Star Festival,OVA,2014,1,30,30,"""Fantasy"", ""Romance"", ""Slice of Life""",76,52397
Ookami-san to Shichinin no Nakama-tachi,TV,2010,12,24,288,"""Comedy"", ""Romance""",68,52410
Uchi no Kaisha no Chiisai Senpai no Hanashi,TV,2023,12,23,276,"""Comedy"", ""Romance"", ""Slice of Life""",67,52454
Nijiiro Days,TV_SHORT,2016,24,13,312,"""Comedy"", ""Romance"", ""Slice of Life""",70,52475
Fate/strange Fake: Whispers of Dawn,SPECIAL,2023,1,55,55,"""Action"", ""Adventure"", ""Fantasy"", ""Mystery"", ""Supernatural""",81,52486
Pocket Monsters XY,TV,2013,93,23,2139,"""Action"", ""Adventure"", ""Comedy"", ""Fantasy""",74,52553
Yoru wa Mijikashi Arukeyo Otome,MOVIE,2017,1,93,93,"""Comedy"", ""Romance""",81,52638
ACCA: 13-ku Kansatsu-ka,TV,2017,12,24,288,"""Drama"", ""Mystery"", ""Slice of Life""",75,52646
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,TV,2024,12,24,288,"""Adventure"", ""Fantasy""",74,52729
HUNTER×HUNTER: THE LAST MISSION,MOVIE,2013,1,98,98,"""Action"", ""Adventure"", ""Fantasy""",71,52755
Kara no Kyoukai: Boukyaku Rokuon,MOVIE,2008,1,59,59,"""Action"", ""Mystery"", ""Romance"", ""Supernatural"", ""Thriller""",70,52767
Tengen Toppa Gurren Lagann: Lagann-hen,MOVIE,2009,1,125,125,"""Action"", ""Drama"", ""Mecha"", ""Romance"", ""Sci-Fi""",85,52785
Mahou Shoujo Madoka☆Magica: Eien no Monogatari,MOVIE,2012,1,109,109,"""Action"", ""Drama"", ""Fantasy"", ""Mahou Shoujo"", ""Psychological"", ""Thriller""",82,52900
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",ONA,2023,12,24,288,"""Adventure"", ""Comedy"", ""Fantasy""",70,53061
Dragon Ball Super: Super Hero,MOVIE,2022,1,99,99,"""Action"", ""Adventure"", ""Fantasy"", ""Sci-Fi""",76,53083
LOVE STAGE!!,TV,2014,10,23,230,"""Comedy"", ""Romance""",67,53202
Gintama.: Porori-hen,TV,2017,13,24,312,"""Action"", ""Comedy"", ""Drama"", ""Sci-Fi""",82,53254
Shingeki no Bahamut: VIRGIN SOUL,TV,2017,24,25,600,"""Action"", ""Fantasy"", ""Romance"", ""Supernatural""",71,53352
Kantai Collection: KanColle,TV,2015,12,24,288,"""Action"", ""Sci-Fi"", ""Slice of Life""",64,53380
Cross Ange: Tenshi to Ryuu no Rondo,TV,2014,25,24,600,"""Action"", ""Ecchi"", ""Mecha"", ""Romance"", ""Sci-Fi""",69,53400
Akkun to Kanojo,TV_SHORT,2018,25,4,100,"""Comedy"", ""Romance"", ""Slice of Life""",66,53447
Hikikomari Kyuuketsuki no Monmon,TV,2023,12,24,288,"""Action"", ""Comedy"", ""Fantasy""",70,53488
Kara no Kyoukai: Satsujin Kousatsu (Kou),MOVIE,2009,1,121,121,"""Action"", ""Mystery"", ""Romance"", ""Supernatural"", ""Thriller""",82,53504
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,TV,2021,12,24,288,"""Action"", ""Drama"", ""Fantasy""",66,53516
Mahou Shoujo Madoka☆Magica: Hajimari no Monogatari,MOVIE,2012,1,130,130,"""Action"", ""Drama"", ""Fantasy"", ""Mahou Shoujo"", ""Psychological"", ""Thriller""",80,53661
Yu☆Gi☆Oh!,TV,1998,27,24,648,"""Action"", ""Comedy"", ""Fantasy""",70,53667
"A-Rank Party wo Ridatsu Shita Ore wa, Moto Oshiegotachi to Meikyuu Shinbu wo Mezasu.",TV,2025,24,23,552,"""Action"", ""Adventure"", ""Comedy"", ""Fantasy""",65,53672
Taishou Otome Otogibanashi,TV,2021,12,24,288,"""Comedy"", ""Drama"", ""Romance"", ""Slice of Life""",76,53688
Golden Kamuy 3rd Season,TV,2020,12,24,288,"""Action"", ""Adventure"", ""Comedy""",83,53726
Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,TV,2025,13,24,312,"""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Romance""",66,53732
Nihon Chinbotsu: 2020,ONA,2020,10,25,250,"""Drama"", ""Sci-Fi""",64,53772
Berserk: Ougon Jidai-hen I - Haou no Tamago,MOVIE,2012,1,76,76,"""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Horror"", ""Supernatural""",74,53801
Babylon,TV,2019,12,23,276,"""Drama"", ""Mystery"", ""Psychological"", ""Thriller""",65,53814
Mahou Sensou,TV,2014,12,24,288,"""Action"", ""Fantasy""",54,53826
Kengan Ashura,ONA,2019,12,25,300,"""Action"", ""Sports""",73,53827
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,2017,12,24,288,"""Drama""",86,53859
Kono Oto Tomare! 2,TV,2019,13,24,312,"""Drama"", ""Music"", ""Romance"", ""Slice of Life""",83,53877
Ousama Ranking: Yuuki no Takarabako,TV,2023,10,23,230,"""Action"", ""Adventure"", ""Drama"", ""Fantasy""",74,53917
Pocket Monsters: THE ORIGIN,SPECIAL,2013,4,22,88,"""Action"", ""Adventure"", ""Fantasy""",75,53996
Kämpfer,TV,2009,12,24,288,"""Action"", ""Comedy"", ""Ecchi"", ""Romance""",58,54033
Ryuugajou Nanana no Maizoukin,TV,2014,11,23,253,"""Comedy"", ""Mystery"", ""Supernatural""",68,54039
Dragon Ball Kai (2014),TV,2014,69,24,1656,"""Action"", ""Adventure"", ""Comedy""",76,54138
Sugar Apple Fairy Tale,TV,2023,12,23,276,"""Adventure"", ""Fantasy"", ""Romance""",74,54172
Shokugeki no Souma: Ni no Sara OVA,OVA,2017,2,25,50,"""Action"", ""Comedy"", ""Ecchi""",73,54179
Kaijuu no Kodomo,MOVIE,2019,1,111,111,"""Drama"", ""Mystery"", ""Supernatural""",72,54202
"Lord El-Melloi II-sei no Jikenbo: ""Rail Zeppelin"" Grace note",TV,2019,13,24,312,"""Drama"", ""Fantasy"", ""Mystery"", ""Supernatural""",73,54211
WORKING!!,TV,2011,13,24,312,"""Comedy"", ""Slice of Life""",76,54233
K: MISSING KINGS,MOVIE,2014,1,75,75,"""Action"", ""Supernatural""",74,54313
Ryuuou no Oshigoto!,TV,2018,12,24,288,"""Comedy"", ""Slice of Life""",65,54364
Alice to Therese no Maboroshi Koujou,MOVIE,2023,1,111,111,"""Drama"", ""Fantasy"", ""Romance"", ""Supernatural""",72,54417
Ao no Exorcist Movie,MOVIE,2012,1,88,88,"""Action"", ""Fantasy"", ""Supernatural""",73,54444
Rekishi ni Nokoru Akujo ni Naruzo,TV,2024,13,24,312,"""Comedy"", ""Fantasy"", ""Romance""",72,54459
Big Order,TV,2016,10,24,240,"""Action"", ""Supernatural""",48,54516
Servant x Service,TV,2013,13,23,299,"""Comedy"", ""Romance"", ""Slice of Life""",74,54532
Jaku-Chara Tomozaki-kun 2nd STAGE,TV,2024,13,24,312,"""Comedy"", ""Drama"", ""Romance"", ""Slice of Life""",70,54597
Colorful,MOVIE,2010,1,127,127,"""Drama"", ""Slice of Life"", ""Supernatural""",75,54765
Little Witch Academia: Mahou-jikake no Parade,MOVIE,2015,1,54,54,"""Comedy"", ""Fantasy""",76,54768
"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",TV,2025,12,24,288,"""Comedy"", ""Romance""",76,54769
Ranma 1/2,TV,1989,18,24,432,"""Action"", ""Comedy"", ""Ecchi"", ""Romance"", ""Slice of Life""",75,54823
Vampire Hunter D (2000),MOVIE,2000,1,97,97,"""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Horror"", ""Romance"", ""Sci-Fi""",79,54862
Fate/stay night Movie: UNLIMITED BLADE WORKS,MOVIE,2010,1,105,105,"""Action"", ""Drama"", ""Fantasy"", ""Supernatural""",70,54884
Shiunji-ke no Kodomotachi,TV,2025,12,24,288,"""Comedy"", ""Romance""",70,54947
Kekkon Yubiwa Monogatari,TV,2024,12,24,288,"""Adventure"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Romance""",59,55102
Kino no Tabi -the Beautiful World- the Animated Series,TV,2017,12,24,288,"""Adventure"", ""Drama"", ""Fantasy"", ""Psychological"", ""Slice of Life""",73,55145
Eiyuu Kyoushitsu,TV,2023,12,24,288,"""Action"", ""Fantasy"", ""Slice of Life""",59,55169
Gintama: THE FINAL,MOVIE,2021,1,104,104,"""Action"", ""Comedy"", ""Drama"", ""Sci-Fi""",91,55235
NARUTO: Shippuuden - The Lost Tower,MOVIE,2010,1,85,85,"""Action"", ""Comedy""",71,55259
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,ONA,2020,2,24,48,"""Action"", ""Adventure"", ""Comedy""",71,55305
Seitokai Yakuindomo＊,TV,2014,13,23,299,"""Comedy"", ""Slice of Life""",75,55340
Gintama: Kanketsu-hen - Yorozuya yo Eien Nare,MOVIE,2013,1,110,110,"""Action"", ""Comedy"", ""Sci-Fi""",87,55370
ONE PIECE FILM: STRONG WORLD,MOVIE,2009,1,113,113,"""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy""",78,55407
Hyakuren no Haou to Seiyaku no Valkyria,TV,2018,12,24,288,"""Adventure"", ""Ecchi"", ""Fantasy"", ""Romance""",53,55408
Fumetsu no Anata e Season 3,TV,2025,22,25,550,"""Adventure"", ""Drama"", ""Fantasy"", ""Psychological"", ""Supernatural""",75,55420
Date A Live Movie: Mayuri Judgement,MOVIE,2015,1,72,72,"""Action"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Mecha"", ""Romance"", ""Sci-Fi""",70,55457
Hoshi wo Ou Kodomo,MOVIE,2011,1,116,116,"""Adventure"", ""Drama"", ""Fantasy"", ""Romance""",72,55634
Itou Junji: Collection,TV,2018,12,24,288,"""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Supernatural""",62,55699
Date A Live: DATE TO DATE,OVA,2013,1,24,24,"""Comedy"", ""Ecchi"", ""Romance"", ""Sci-Fi""",70,55731
Baki: Dai Raitaisai-hen,ONA,2020,13,24,312,"""Action"", ""Sports""",75,55776
Mahouka Koukou no Rettousei 3rd Season,TV,2024,13,24,312,"""Action"", ""Sci-Fi"", ""Supernatural""",70,55858
Tokyo Ghoul: PINTO,OVA,2015,1,24,24,"""Drama"", ""Horror"", ""Supernatural""",69,55900
Kijin Gentoushou,TV,2025,24,24,576,"""Action"", ""Drama"", ""Fantasy"", ""Mystery"", ""Slice of Life""",71,55901
