title,format,start_year,episodes,duration,runtime,genres,mean_score,popularity
Luo Xiaohei Zhan Ji: Fan Wai,ONA,2011,4,1,4,Comedy- Music,63,519
Luo Xiaohei Zhan Ji: Zhongsheng Zhi Men,ONA,2021,12,8,96,Action- Adventure- Comedy- Supernatural,79,950
Lupin 8-sei,SPECIAL,2012,1,22,22,Adventure- Comedy,55,1688
Lupin III 3DCG,SPECIAL,2012,1,2,2,Action- Thriller,59,1088
Lupin III VS Cats Eye,ONA,2023,1,92,92,Action- Adventure- Comedy- Mystery,66,2712
Lupin III: $1 Money Wars,SPECIAL,2000,1,90,90,Adventure- Comedy,70,2707
Lupin III: Ai no Da Capo - Fujikos Unlucky Days,SPECIAL,1999,1,92,92,Action- Adventure- Comedy,65,2627
Lupin III: Alcatraz Connection,SPECIAL,2001,1,92,92,Adventure- Comedy,68,2974
Lupin III: Babylon no Ougon Densetsu,MOVIE,1985,1,100,100,Adventure- Comedy,62,3530
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,SPECIAL,1989,1,97,97,Adventure- Comedy,67,3329
Lupin III: Chi no Kokuin - Eien no Mermaid,SPECIAL,2011,1,92,92,Adventure- Comedy,71,2769
Lupin III: DEAD OR ALIVE,MOVIE,1996,1,97,97,Adventure- Comedy,70,4044
Lupin III: EPISODE:0 First Contact,SPECIAL,2002,1,92,92,Adventure- Comedy- Mystery,73,3951
Lupin III: Fuuma Ichizoku no Inbou,MOVIE,1987,1,73,73,Adventure- Comedy,72,4824
Lupin III: Goodbye Partner,SPECIAL,2019,1,95,95,Action- Adventure- Comedy,67,3209
Lupin III: GREEN vs RED,OVA,2008,1,79,79,Action- Comedy,66,3176
Lupin III: Harimao no Zaiho wo oe!!,SPECIAL,1995,1,90,90,Adventure- Comedy,68,2694
Lupin III: Hemingway Paper no Nazo,SPECIAL,1990,1,92,92,Adventure- Comedy,67,2844
Lupin III: Honoo no Kioku - Tokyo Crisis,SPECIAL,1998,1,92,92,Action- Adventure- Comedy- Mystery,72,3267
Lupin III: Ikiteita Majutsushi,OVA,2002,1,50,50,Adventure- Comedy- Music,54,2336
Lupin III: Italian Game,SPECIAL,2016,1,91,91,Action- Adventure- Comedy,65,2837
Lupin III: Kiri no Elusive,SPECIAL,2007,1,92,92,Adventure- Comedy,65,2426
Lupin III: Kutabare! Nostradamus,MOVIE,1995,1,100,100,Adventure- Comedy,72,4313
Lupin III: Lupin Ansatsu Shirei,SPECIAL,1993,1,90,90,Adventure- Comedy,69,3243
Lupin III: Lupin Ikka Seizoroi,SPECIAL,2012,1,10,10,Adventure- Comedy,65,1705
Lupin III: Lupin vs Clone,MOVIE,1978,1,102,102,Adventure- Comedy- Mystery- Sci-Fi,70,6291
Lupin III: Moeyo Zantetsuken,SPECIAL,1994,1,90,90,Adventure- Comedy,69,3110
Lupin III: Napoleon no Jisho wo Ubae,SPECIAL,1991,1,90,90,Adventure- Comedy,64,2742
Lupin III: Nusumareta Lupin - Copycat wa Manatsu no Chou,SPECIAL,2004,1,91,91,Adventure- Comedy,68,2764
Lupin III: Otakara Henkyaku Daisakusen!!,SPECIAL,2003,1,90,90,Adventure- Comedy,72,2556
Lupin III: PART IV Specials,SPECIAL,2015,2,25,50,Action- Adventure- Comedy,72,3185
Lupin III: Pilot Film,MOVIE,1969,1,15,15,Action,61,4235
Lupin III: princess of the breeze - Kakusareta Kuuchuu Toshi,SPECIAL,2013,1,90,90,Adventure- Comedy,65,2185
Lupin III: Prison of the Past,SPECIAL,2019,1,92,92,Action- Adventure,68,2471
Lupin III: Russia yori Ai wo Komete,SPECIAL,1992,1,90,90,Action- Comedy,64,2597
Lupin III: Seven Days Rhapsody,SPECIAL,2006,1,92,92,Action- Comedy,66,2057
Lupin III: sweet lost night - Mahou no Lamp wa Akumu no Yokan,SPECIAL,2008,1,91,91,Adventure- Comedy,68,2007
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,SPECIAL,2005,1,92,92,Adventure- Comedy,68,2516
Lupin III: The Last Job,SPECIAL,2010,1,93,93,Adventure- Comedy,67,2621
Lupin III: Touhou Kenbunroku - Another Page,SPECIAL,2012,1,90,90,Adventure- Comedy,67,1983
Lupin III: Twilight☆Gemini no Himitsu,SPECIAL,1996,1,90,90,Adventure- Comedy,65,2717
Lupin III: Walther P-38,SPECIAL,1997,1,93,93,Action- Adventure- Comedy- Mystery,72,3365
Lupin Shanshei,OVA,2012,10,4,40,Comedy,50,1038
Lupin Shanshei Pilot,SPECIAL,2012,1,2,2,Comedy,49,399
LUPIN THE IIIRD THE MOVIE: Fujimi no Ketsuzoku,MOVIE,2025,1,93,93,Action- Adventure- Mystery- Supernatural,68,3071
LUPIN THE IIIRD: Mine Fujiko no Uso,MOVIE,2019,1,58,58,Action- Adventure- Comedy,72,7694
LUPIN THE IIIRD: Zenigata to Futari no Lupin,ONA,2025,1,54,54,Action- Adventure- Comedy- Mystery,75,2192
Lupin the Third x Monkey Majik,MUSIC,2009,1,3,3,Action- Adventure,63,1673
Lupin wa Ima mo Moete Iru ka?,OVA,2018,1,27,27,Action- Adventure- Comedy,68,2428
LUPIN ZERO,ONA,2022,6,24,144,Action- Adventure- Comedy,74,5934
Lutu Weiji! Sheng Freya Hao Tebie Shijian,ONA,2024,1,36,36,Comedy- Mystery- Sci-Fi,76,541
Luv Wave,OVA,2000,3,30,90,Action- Drama- Hentai- Horror- Mystery- Romance,54,891
Lychee DE Hikari Club,TV_SHORT,2012,8,3,24,Comedy- Drama- Horror- Psychological- Romance,47,3912
Ma Shen,ONA,2016,16,12,192,Drama,49,599
Maarui Kanojo to Zannen na Kareshi,TV_SHORT,2024,6,11,66,Comedy- Romance,49,646
Maarui Kanojo to Zannen na Kareshi 2nd Season,TV_SHORT,2024,6,11,66,Comedy- Romance,51,150
Maboroshi Mabo-chan,TV,1992,24,25,600,Adventure- Fantasy,63,53
Macademi WAsshoi!,TV,2008,12,24,288,Comedy- Ecchi- Fantasy- Romance- Supernatural,64,7648
Mach Girl,TV_SHORT,2008,26,3,78,Comedy,45,360
Mach GoGoGo,TV,1967,52,25,1300,Action- Adventure- Sports,64,4849
Mach GoGoGo (1997),TV,1997,34,25,850,Action- Adventure- Sci-Fi- Sports,62,1627
Machikado Mazoku Mini,ONA,2019,36,1,36,Comedy- Fantasy- Mahou Shoujo- Slice of Life,57,2436
Machikado Mazoku: 2-Choume Mini,ONA,2022,24,1,24,Comedy- Fantasy- Mahou Shoujo- Slice of Life,57,910
Machine Hayabusa,TV,1976,21,23,483,Action,62,567
Machine Robo: Butchigiri Battle Hackers,TV,1987,31,25,775,Action- Mecha- Sci-Fi,67,543
Machine Robo: Chronos no Dai Gyakushuu,TV,1986,47,20,940,Action- Mecha- Sci-Fi,68,1155
Macross 7 Encore,OVA,1995,3,24,72,Action- Comedy- Drama- Mecha- Music- Sci-Fi,69,3296
Macross 7 Plus,SPECIAL,1995,12,2,24,Comedy- Mecha- Music- Sci-Fi- Slice of Life,66,2862
Macross 7: Ginga ga Ore wo Yonde Iru,MOVIE,1995,1,33,33,Action- Comedy- Drama- Mecha- Music- Sci-Fi,68,3405
Macross Dynamite 7,OVA,1997,4,30,120,Adventure- Comedy- Mecha- Music- Sci-Fi,68,5203
Macross FB7: Ginga Rukon - Ore no Uta wo Kike!,MOVIE,2012,1,91,91,Action- Mecha- Music- Romance- Sci-Fi,60,2204
Macross Frontier Deculture Edition,SPECIAL,2007,1,28,28,Action- Mecha- Music- Sci-Fi,73,3382
Macross Frontier: Chou Jikuu Gekijou,OVA,2011,1,3,3,Action- Mecha- Music- Romance- Sci-Fi,55,1051
Macross Frontier: Sayonara no Tsubasa,MOVIE,2011,1,115,115,Action- Mecha- Music- Romance- Sci-Fi,79,7605
Macross Frontier: Toki no Meikyuu,MOVIE,2021,1,13,13,Action- Mecha- Music- Romance- Sci-Fi- Supernatural,73,2458
Macross fufonfia,ONA,2008,20,2,40,Comedy,46,881
Macross II: Lovers Again,OVA,1992,6,24,144,Action- Adventure- Mecha- Music- Sci-Fi,60,4578
Macross Plus MOVIE EDITION,MOVIE,1995,1,115,115,Action- Adventure- Mecha- Music- Romance- Sci-Fi,75,5809
Macross XX,OVA,2002,1,2,2,Action- Mecha,46,1038
Macross Δ: Delta Shougekijou,SPECIAL,2016,9,7,63,Comedy,59,964
Macross Δ: Gekijoban Delta Shougekijou,SPECIAL,2018,1,5,5,Comedy,53,548
Macross Δ: Gekijou no Walküre,MOVIE,2018,1,120,120,Action- Mecha- Music- Romance- Sci-Fi,68,4887
Macross Δ: Pajama no Megami-tachi,SPECIAL,2018,1,9,9,Comedy,55,413
Macross Δ: Zettai LIVE!!!!!!,MOVIE,2021,1,110,110,Action- Mecha- Music- Romance- Sci-Fi,78,4882
Mad★Bull 34,OVA,1990,4,45,180,Action- Comedy,59,4125
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,SPECIAL,2014,14,2,28,Comedy,62,3910
Madang-Eul Naon Amtalg,MOVIE,2011,1,93,93,Drama,72,1090
Madaran kai,MOVIE,2007,1,1,1,Adventure- Fantasy,42,99
Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,SPECIAL,2022,1,7,7,Fantasy- Slice of Life,70,6852
MADE IN JAPAN,MOVIE,1972,1,3,3,Comedy,43,176
Madeob Bus Tayo,TV_SHORT,2020,10,12,120,Adventure- Fantasy,54,31
Mado,MOVIE,1965,1,6,6,Comedy,41,518
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,OVA,2010,1,1,1,Comedy,59,3327
Madonna,OVA,1988,2,50,100,Comedy- Ecchi- Sports,56,996
Madoromi no Vevara,ONA,2019,1,10,10,Fantasy- Psychological,62,1140
Madou King Granzort,TV,1989,41,20,820,Action- Comedy- Fantasy- Mecha- Sci-Fi,71,1071
Madou King Granzort: Bouken-hen,OVA,1992,3,25,75,Action- Comedy- Fantasy- Mecha- Sci-Fi,58,258
Madou King Granzort: Saigo no Magical Taisen,OVA,1990,2,25,50,Action- Comedy- Fantasy- Mecha- Sci-Fi,52,349
Madtoy Chatty,TV_SHORT,2022,50,1,50,Comedy,54,33
Maebashi Witches,TV,2025,12,24,288,Drama- Mahou Shoujo- Music- Supernatural,68,7590
Maegami Tarou,SPECIAL,1979,1,75,75,Adventure,50,200
Maemilggot- Unsu Joeun Nal- Geurigo Bombom,MOVIE,2014,1,90,90,Drama- Slice of Life,48,325
Maesetsu!,TV,2020,12,24,288,Comedy- Slice of Life,53,5661
Maetel Legend,OVA,2000,2,45,90,Drama- Sci-Fi,64,2090
Maeterlinck no Aoi Tori,TV,1980,26,20,520,Adventure- Fantasy,61,669
Maeumuisori,TV,2016,26,21,546,Comedy- Slice of Life,51,69
Maeumuisori Season 2,TV,2020,20,24,480,Comedy,34,49
MAFF x Chobitto Zukan,ONA,2017,4,1,4,Comedy,27,88
MafiosA,MUSIC,2025,1,4,4,Action- Drama,74,275
Magic Knight Rayearth Pilot,SPECIAL,1996,1,5,5,Action- Adventure- Fantasy- Mahou Shoujo- Mecha,57,555
Magic Tree House,MOVIE,2012,1,105,105,Adventure- Fantasy,65,2364
Magical Canan,TV,2005,13,24,312,Drama- Fantasy- Mahou Shoujo- Supernatural,58,2197
MAGICAL DEATH,MUSIC,2004,1,5,5,Comedy,47,166
Magical Hat,TV,1989,33,25,825,Adventure- Comedy- Fantasy,48,387
Magical Maho,OVA,1996,12,4,48,Comedy- Fantasy,44,114
Magical Nyan Nyan Taruto,TV,2001,12,22,264,Comedy- Mahou Shoujo,58,2572
Magical Suite Prism Nana,OVA,2015,4,35,140,Action- Fantasy- Mahou Shoujo,56,3294
Magical★Taruruuto-kun,TV,1990,87,20,1740,Adventure- Comedy- Ecchi- Fantasy,73,1121
Magical★Taruruuto-kun (1991),MOVIE,1991,1,51,51,Adventure- Comedy- Ecchi- Fantasy,49,440
Magical★Taruruuto-kun: Moero! Yuujou no Mahou Taisen,MOVIE,1991,1,41,41,Adventure- Comedy- Ecchi- Fantasy,49,366
Magical★Taruruuto-kun: Sukisuki♡Takoyaki!,MOVIE,1992,1,45,45,Adventure- Comedy- Ecchi- Fantasy,53,262
MagidesKAI: Mahou Shoujo Magical Destroyers PV,ONA,2023,1,2,2,Action- Mahou Shoujo,60,672
Magma Taishi,OVA,1993,13,24,312,Action- Mecha- Sci-Fi,61,779
Magwi,ONA,2023,10,,10,Drama- Fantasy- Romance,27,161
Mahjong Hishou-den Naki no Ryuu,OVA,1988,3,40,120,Drama,58,890
Mahjong Hishou-den Naki no Ryuu: Hiryuu no Shou,OVA,1991,1,45,45,Drama,50,359
Mahoraba: Heartful days,TV,2005,26,23,598,Comedy- Drama- Romance,71,5841
MAHOROBA,MOVIE,2021,1,14,14,Drama,54,77
Mahoromatic: Motto Utsukushii Mono,TV,2002,14,24,336,Comedy- Drama- Ecchi- Romance- Sci-Fi,68,7214
Mahoromatic: Natsu no TV Special,SPECIAL,2003,1,23,23,Comedy- Ecchi- Romance- Sci-Fi,67,2779
Mahoromatic: Tadaima◇Okaeri,SPECIAL,2009,2,24,48,Comedy- Ecchi- Romance- Sci-Fi,67,2829
Mahou Gakuen LUNAR! Aoi Ryuu no Himitsu,MOVIE,1997,1,10,10,Adventure- Comedy- Fantasy,60,680
Mahou no Chocolate,OVA,2001,1,8,8,Drama- Romance- Slice of Life,46,1031
Mahou no Idol Pastel Yumi,TV,1986,25,23,575,Comedy- Fantasy- Mahou Shoujo,66,1960
Mahou no Lumitear,ONA,2019,10,3,30,Fantasy- Mahou Shoujo,47,295
Mahou no nai Sekai de Ikiru to Iu Koto,MOVIE,2022,1,7,7,Fantasy,77,2205
Mahou no Stage Fancy Lala,TV,1998,26,24,624,Comedy- Drama- Mahou Shoujo- Music- Romance,71,4649
Mahou no Star Magical Emi,TV,1985,38,23,874,Comedy- Mahou Shoujo,70,2530
Mahou no Star Magical Emi: Kumo Hikaru,OVA,2002,1,15,15,Drama- Mahou Shoujo- Slice of Life,66,559
Mahou no Star Magical Emi: Semishigure,OVA,1986,1,59,59,Comedy- Mahou Shoujo,64,607
Mahou no Tenshi Creamy Mami,TV,1983,52,24,1248,Comedy- Fantasy- Mahou Shoujo- Music- Romance- Sci-Fi,71,6439
Mahou no Tenshi Creamy Mami no Otogibanashi,SPECIAL,2014,1,4,4,Fantasy- Mahou Shoujo,55,347
Mahou no Tenshi Creamy Mami: Curtain Call,OVA,1986,1,45,45,Comedy- Mahou Shoujo- Music,64,654
Mahou no Tenshi Creamy Mami: Eien no Once More,OVA,1984,1,87,87,Comedy- Fantasy- Mahou Shoujo- Romance,64,992
Mahou no Tenshi Creamy Mami: Long Goodbye,OVA,1985,1,55,55,Comedy- Fantasy- Mahou Shoujo- Romance,67,1030
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,MUSIC,1998,1,3,3,Fantasy- Mahou Shoujo- Romance,69,464
Mahou no Yousei Persia,TV,1984,48,23,1104,Comedy- Mahou Shoujo,72,1891
Mahou Sensei Negima! ANIME FINAL,MOVIE,2011,1,84,84,Adventure- Supernatural,66,5243
Mahou Sensei Negima! Introduction Film,OVA,2004,3,8,24,Action- Comedy- Ecchi- Romance- Supernatural,60,3018
Mahou Sensei Negima! Mou Hitotsu no Sekai,OVA,2009,4,29,116,Action- Adventure- Ecchi- Supernatural,73,5854
Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,OVA,2010,1,31,31,Action- Adventure- Ecchi- Fantasy,69,2669
Mahou Sensei Negima! Shiroki Tsubasa ALA ALBA,OVA,2008,3,30,90,Action- Adventure- Comedy- Ecchi- Romance,71,6995
Mahou Senshi Louie,TV,2001,24,23,552,Adventure- Comedy- Fantasy,69,5397
Mahou Shoujo Ai,OVA,2003,5,30,150,Action- Hentai- Horror- Mahou Shoujo- Supernatural,58,1671
Mahou Shoujo Diana,OVA,1997,1,9,9,Comedy- Mahou Shoujo,48,244
Mahou Shoujo Lalabel,TV,1980,49,20,980,Comedy- Mahou Shoujo,69,1149
Mahou Shoujo Lyrical Nanoha As: Picture Drama - Iryou Shoujo Medical Shamal Second Cour,SPECIAL,2014,1,7,7,Comedy- Mahou Shoujo,52,731
Mahou Shoujo Lyrical Nanoha Detonation,MOVIE,2018,1,111,111,Action- Comedy- Drama- Mahou Shoujo- Sci-Fi,75,4939
Mahou Shoujo Lyrical Nanoha StrikerS: Picture Drama - Midchilda Gakuen e Youkoso!,SPECIAL,2015,1,7,7,Comedy- Mahou Shoujo,52,681
Mahou Shoujo Lyrical Nanoha: Picture Drama - Mahou Shoujo Lyrical IF,SPECIAL,2014,1,7,7,Comedy- Mahou Shoujo,52,736
Mahou Shoujo Lyrical Nanoha: Reflection,MOVIE,2017,1,110,110,Action- Drama- Mahou Shoujo- Mecha- Sci-Fi,74,6090
Mahou Shoujo Lyrical Nanoha: The MOVIE 2nd As,MOVIE,2012,1,150,150,Action- Drama- Mahou Shoujo- Sci-Fi,80,7580
Mahou Shoujo Lyrical Nanoha: The MOVIE 2nd As Mini Picture Drama,SPECIAL,2013,2,3,6,Comedy- Mahou Shoujo,51,704
Mahou Shoujo Meruru,OVA,1997,2,30,60,Adventure- Fantasy- Hentai,47,580
Mahou Shoujo Nante Mou Ii desu kara. 2,TV_SHORT,2016,12,4,48,Comedy- Mahou Shoujo- Slice of Life,60,4957
Mahou Shoujo Pretty Sammy,OVA,1995,3,43,129,Comedy- Mahou Shoujo,62,2720
Mahou Shoujo Pretty Sammy (1996),TV,1996,26,23,598,Comedy- Fantasy- Mahou Shoujo,67,2586
Mahou Shoujo Pretty Sammy Specials,SPECIAL,1997,7,3,21,Adventure- Comedy- Fantasy- Mahou Shoujo,58,696
Mahou Shoujo Tai Arusu THE ADVENTURE,OVA,2007,6,24,144,Adventure- Comedy- Fantasy,64,1764
Mahou Shoujo Taisen,TV_SHORT,2014,26,4,104,Fantasy- Mahou Shoujo,52,4834
Mahou Shoujo? Naria☆Girls,TV_SHORT,2016,12,9,108,Comedy- Mahou Shoujo,34,3239
Mahou Tsukai Haley no Speed Story,MOVIE,2010,1,30,30,Fantasy,52,252
Mahou Tsukai Jiji,ONA,2011,1,6,6,Fantasy- Music,58,599
Mahou Tsukai Nara Miso wo Kue!,OVA,2012,1,12,12,Ecchi- Fantasy,47,2155
Mahou Tsukai Tai!,OVA,1996,6,28,168,Comedy- Fantasy- Mahou Shoujo- Romance- Sci-Fi,68,5364
Mahou Tsukai Tai! (TV),TV,1999,13,24,312,Comedy- Mahou Shoujo- Romance- Sci-Fi,64,4420
Mahou Tsukai Tai! vs. Shamanic Princess,OVA,1998,1,5,5,Comedy- Fantasy- Mahou Shoujo,49,816
Mahou Yuugi 3D,OVA,2001,1,30,30,Comedy,50,964
Mahou Yuugi: Tobidasu!! Hanamaru Daibouken,ONA,2001,24,5,120,Adventure- Comedy- Fantasy,64,2076
Mahoujin Guru Guru,TV,1994,45,23,1035,Adventure- Comedy- Fantasy,73,3895
Mahoujin Guru Guru Movie,MOVIE,1996,1,30,30,Adventure- Comedy,62,679
Mahoujin Guru Guru Pilot Film,SPECIAL,1996,1,5,5,Adventure- Comedy- Fantasy,39,61
Mahouka Koukou no Rettousei: 10th Shuunen Kinen PV,SPECIAL,2021,1,2,2,Action- Romance- Sci-Fi,70,2710
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka,ONA,2014,7,3,21,Comedy,59,7633
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,TV,2008,12,23,276,Drama- Romance- Slice of Life- Supernatural,70,6918
Mahoutsukai no melody,ONA,2005,1,20,20,Drama- Supernatural,49,72
Mahoutsukai no Yome: Gakuin-hen,ONA,2019,1,3,3,Fantasy- Slice of Life,68,3998
Mahoutsukai Precure!,TV,2016,50,24,1200,Action- Fantasy- Mahou Shoujo- Slice of Life,73,7717
Mahoutsukai Precure! Kiseki no Henshin! Cure Mofurun!,MOVIE,2016,1,66,66,Action- Adventure- Fantasy- Mahou Shoujo,76,2512
Mahoutsukai Precure!! MIRAI DAYS,TV,2025,12,24,288,Action- Fantasy- Mahou Shoujo- Slice of Life,74,3140
Mahoutsukai Reimeiki × Machikado Mazoku 2-Choume Collab Mini Anime,ONA,2022,2,2,4,Comedy,52,412
Mahoutsukai Reimeiki Mini Anime,ONA,2022,20,2,40,Comedy,54,699
Mahoutsukai Sally,TV,1966,109,25,2725,Fantasy- Mahou Shoujo,67,1997
Mahoutsukai Sally (Movie),MOVIE,1990,1,25,25,Comedy,53,494
Mahoutsukai Sally 2,TV,1989,88,20,1760,Comedy- Mahou Shoujo,71,596
Mahoyome,ONA,2017,25,1,25,Comedy,65,4175
Mahoyome Specials,SPECIAL,2018,6,1,6,Comedy,63,1086
Mai Mai Shinko to Sennen no Mahou,MOVIE,2009,1,93,93,Adventure- Drama- Slice of Life,71,6159
Mai Zhu,MOVIE,2012,1,11,11,Comedy,45,242
Maicching Machiko Sensei,TV,1981,95,25,2375,Comedy- Ecchi,52,1565
Maid of the Dead,ONA,2013,1,3,3,Comedy- Horror,38,1830
Maido! Urayasu Tekkin Kazoku,TV_SHORT,2014,25,3,75,Comedy,61,556
Maihime,OVA,2006,1,30,30,Fantasy,61,643
Mai-HiME Specials,SPECIAL,2005,27,1,27,Comedy,63,2204
Mai-HiME: Kuro no Mai/Saigo no Bansan,SPECIAL,2010,1,4,4,Comedy,62,1555
Mainichi ga Nichiyoubi,OVA,1990,6,24,144,Comedy- Romance,61,1101
Mainichi Kaasan,TV,2009,142,25,3550,Comedy- Slice of Life,63,736
Mai-Otome Specials,SPECIAL,2006,9,3,27,Comedy- Drama- Fantasy,65,1252
Mai-Otome ZWEI,OVA,2006,4,30,120,Action,70,3535
Maison Ikkoku: Bangai-hen Ikkoku-tou Nanpa Shimatsu ki,OVA,1991,1,23,23,Comedy- Romance,65,2195
Maison Ikkoku: Kanketsu-hen,MOVIE,1988,1,66,66,Comedy- Romance,68,2889
Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,SPECIAL,1992,1,27,27,Drama- Romance,65,1659
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,TV_SHORT,2012,12,5,60,Comedy- Mahou Shoujo,48,2341
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - the TV,TV_SHORT,2013,10,4,40,Comedy- Mahou Shoujo,50,1380
Majime ni Fumajime Kaiketsu Zorori,TV,2005,50,24,1200,Adventure- Comedy- Fantasy,63,583
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,MOVIE,2006,1,53,53,Adventure- Comedy,61,327
Majime ni Fumajime Kaiketsu Zorori: Zekkouchou!,TV,2006,47,24,1128,Adventure- Comedy- Fantasy,57,188
Majimoji Rurumo: Kanketsu-hen,OVA,2019,2,28,56,Comedy- Ecchi- Fantasy- Romance,71,3065
Majo Demo Steady,OVA,1986,1,40,40,Comedy- Ecchi- Romance- Sci-Fi,44,1538
Majo Minarai wo Sagashite,MOVIE,2020,1,92,92,Comedy- Mahou Shoujo,77,5648
Majo wa Kekkyoku Sono Kyaku to... The Animation,OVA,2023,2,25,50,Fantasy- Hentai,68,2160
Majokko Shimai no Yoyo to Nene,MOVIE,2013,1,100,100,Adventure- Fantasy,72,6582
Majokko Tickle,TV,1978,45,20,900,Comedy- Mahou Shoujo,66,798
Majokko Tsukune Chan: Tsuki to Hoshi no Uta,MUSIC,2012,1,3,3,Adventure- Comedy,55,65
Majokko Tsukune-chan,OVA,2005,6,13,78,Comedy- Mahou Shoujo,66,2030
Major 2nd Season 2,TV,2020,25,24,600,Comedy- Drama- Sports,75,6813
Major: Message,OVA,2010,1,24,24,Comedy- Drama- Sports,79,7397
Major: Yuujou no Ikkyuu,MOVIE,2008,1,100,100,Action- Sports,77,5591
Majutsushi Orphen Hagure Tabi: Seiiki-hen,TV,2023,12,24,288,Action- Adventure- Fantasy,61,3505
Majutsushi Orphen Hagure Tabi: Tenjin no Isan,OVA,2020,1,24,24,Action- Adventure- Fantasy,59,4090
Majutsushi Orphen Hagure Tabi: Urbanrama-hen,TV,2023,12,24,288,Action- Adventure- Fantasy,61,5664
Majutsushi Orphen: Revenge,TV,1999,23,24,552,Adventure- Comedy- Fantasy,66,4011
Majuu Sensen,OVA,1990,3,45,135,Action- Fantasy,63,845
Majuu Sensen: THE APOCALYPSE,TV,2003,13,22,286,Action- Fantasy,52,1073
Majuu Senshi Luna Varga,OVA,1991,4,30,120,Action- Adventure- Comedy- Ecchi- Fantasy,62,1230
Makai Kishi Ingrid,OVA,2009,4,29,116,Fantasy- Hentai,65,3272
Makai Senki Disgaea: Welcome to Netherworld,SPECIAL,2006,1,5,5,Action- Comedy- Fantasy,64,1107
Makai Tenshi Djibril 3,OVA,2009,2,30,60,Fantasy- Hentai- Supernatural,56,1105
Makariudo: Demon Hunter,OVA,1989,1,30,30,Action- Horror- Supernatural,49,1560
Makasete Iruka!,OVA,2004,1,24,24,Comedy- Slice of Life,63,1451
makemagic,MUSIC,2011,1,4,4,Fantasy,51,315
Maken Liner 0011 Henshin Seyo!,MOVIE,1972,1,50,50,Action- Mecha- Sci-Fi,45,481
Maken no Hime wa Ero Ero desu: Himekishi no Hiwaina Kousoku,OVA,2018,4,22,88,Fantasy- Hentai,59,1454
Makeruna! Makendo,OVA,1995,1,30,30,Comedy,56,1067
Makeruna!! Aku no Gundan!,TV_SHORT,2017,12,5,60,Comedy,48,772
Makiba no Shoujo Katri,TV,1984,49,25,1225,Adventure- Drama- Slice of Life,69,1792
Makkuro na Obentou,MOVIE,1990,1,50,50,Drama,52,214
Makoto-chan,MOVIE,1980,1,85,85,Comedy,47,630
Makyou Gaiden Le Deus,OVA,1987,1,48,48,Action- Adventure- Mecha- Sci-Fi,53,1365
Makyuu Senjou,OVA,1991,2,47,94,Action- Adventure- Sci-Fi,43,532
Mala Nüpei,ONA,2020,32,10,320,Comedy- Romance,65,1950
Malay Oki Kaisen,MOVIE,1943,1,26,26,Action,33,279
Mama Ohanashi Kikasete,TV_SHORT,1987,15,8,120,Fantasy,53,31
Mama wa Poyopoyo Saurus ga Osuki,TV,1995,52,20,1040,Comedy- Slice of Life,71,471
Mama wa Shougaku 4 Nensei,TV,1992,51,25,1275,Comedy- Drama- Sci-Fi,74,2475
Mamahaha,OVA,2005,2,30,60,Drama- Hentai- Romance,53,1208
Mamekichi Mameko NEET no Nichijou,TV_SHORT,2022,48,2,96,Comedy- Slice of Life,43,414
Mamekichi Mameko NEET no Nichijou 2,TV_SHORT,2023,39,2,78,Comedy- Slice of Life,44,102
Mameushi-kun,TV_SHORT,2007,52,15,780,Comedy- Fantasy,50,168
Mamono Hunter Youko,OVA,1990,6,40,240,Comedy- Fantasy- Horror- Supernatural,59,4992
Mamoru-kun ni Megami no Shukufuku wo!,TV,2006,24,22,528,Comedy- Romance,67,5331
Mamotte Shugogetten!,TV,1998,22,24,528,Comedy- Mahou Shoujo- Romance,65,3005
Mamotte! Lollipop,TV,2006,13,25,325,Adventure- Comedy- Romance,64,5489
Man & Whale,MOVIE,2007,1,2,2,Drama,55,725
Man Huang Xian Jie,ONA,2024,48,7,336,Action- Adventure- Fantasy,68,102
Manabu no Natsuyasumi,OVA,2005,1,24,24,Fantasy,44,108
Manami & Nami Sprite,OVA,1997,2,40,80,Comedy- Ecchi- Romance,53,1450
Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,OVA,1989,1,47,47,Comedy- Ecchi,37,145
Mang Huang Ji,ONA,2015,19,12,228,Action- Adventure- Fantasy,49,679
Manga,MOVIE,1977,1,7,7,Comedy,42,617
Manga Aesop Monogatari,TV_SHORT,1983,52,15,780,Fantasy,49,226
